epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,87.6752,1.19015,2.95675,1.41065,0.00325,0.975,0.30091,0.21797,0.61396,3.31035,1.09501,0.00016,0.00016,0.00016
